Sample#,Planet_Mass,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Dust_gap_1,Gas_gap_1,Dust_depth_1,Gas_depth_1,Dust_gap_2,Dust_depth_2,#_DG,#_GG,
587,677,0.000217,0.0139,0.00345,0.0628,0.086,1.18,0,0,0,0,0,0,0,0
588,678,4.57E-05,0.0667,0.00849,0.093,0.0538,0.77,0,0,0,0,0,0,0,0
589,679,0.000155,0.0435,0.0097,0.0347,0.0439,1.4,0.689,0,1.40E-10,0,0,0,1,0
590,680,0.000343,0.041,0.00368,0.00698,0.0674,0.972,0.742,0,6.74E-10,0,0,0,1,0
591,681,0.000232,0.0959,0.00994,0.0205,0.0375,1.28,0.71,0.213,8.33E-10,3.56E-05,0,0,1,1
592,682,0.00024,0.081,0.00754,0.0832,0.0347,1.41,0.779,0.271,1.50E-20,2.11E-05,0,0,1,1
593,683,8.99E-05,0.0238,0.00757,0.00632,0.0977,1.13,0,0,0,0,0,0,0,0
594,684,0.000221,0.0401,0.00177,0.0929,0.037,1.08,0.857,0.324,3.80E-42,6.87E-06,0,0,1,1
595,685,0.000139,0.0355,0.00707,0.0195,0.0557,0.545,0.098,0,1.83E-07,0,0,0,1,0
596,686,0.000181,0.0399,0.00461,0.0506,0.0565,1.48,0.66,0,1.66E-08,0,0,0,1,0
597,687,0.000188,0.0895,0.00625,0.0936,0.0533,1.46,0.701,0,1.88E-10,0,0,0,1,0
598,688,0.000152,0.0477,0.00428,0.0495,0.0312,1.29,0.759,0.226,6.99E-19,1.89E-05,0,0,1,1
599,689,0.00026,0.0169,0.00553,0.0984,0.0305,1.39,0.8,0.295,1.28E-28,7.72E-06,0,0,1,1
600,690,0.000335,0.0228,0.00167,0.00657,0.0829,1.09,0.771,0,7.70E-09,0,0,0,1,0
601,691,9.33E-05,0.0898,0.00413,0.0856,0.0598,0.592,0.049,0,3.34E-06,0,0,0,1,0
602,692,5.35E-05,0.0871,0.00604,0.0671,0.0424,0.535,0.636,0,1.61E-07,0,0,0,1,0
603,693,0.000155,0.0931,0.00647,0.0781,0.026,0.5,0.755,0.238,3.03E-20,1.25E-05,0,0,1,1
604,694,5.47E-05,0.0201,0.00671,0.0479,0.0627,0.673,0,0,0,0,0,0,0,0
605,695,0.000336,0.0431,0.00648,0.0692,0.0415,1.11,0.808,0.304,1.80E-22,2.09E-05,0,0,1,1
606,696,6.25E-05,0.0664,0.000764,0.0137,0.0337,0.985,0.595,0.176,1.20E-13,2.46E-05,0,0,1,1
607,697,0.000133,0.0766,0.000203,0.0591,0.0557,0.925,0.882,0.349,2.94E-33,1.78E-05,0,0,1,1
608,698,0.000324,0.0361,0.00378,0.0609,0.0625,1.07,0.726,0.238,8.26E-15,4.14E-05,0,0,1,1
609,699,0.000276,0.012,0.000698,0.0715,0.0654,0.775,0.952,0.357,3.38E-39,2.56E-05,0,0,1,1
610,900,6.70E-05,0.0847,0.000401,0.0736,0.0711,1.11,0,0,0,0,0,0,0,0
611,901,0.000301,0.0508,0.00549,0.0773,0.0799,1.14,0.078,0,1.18E-06,0,0,0,1,0
612,902,0.000237,0.0429,0.0083,0.0558,0.0683,1.03,0.103,0,3.14E-07,0,0,0,1,0
613,903,0.000211,0.0354,0.0049,0.00277,0.0969,0.817,0,0,0,0,0,0,0,0
614,904,0.000303,0.0958,0.00938,0.0148,0.0906,0.734,0.078,0,2.18E-06,0,0,0,1,0
615,905,0.000262,0.0705,0.00479,0.0123,0.0879,0.961,0.07,0,1.59E-06,0,0,0,1,0
616,906,0.000236,0.0384,0.00552,0.00376,0.0877,1.21,0,0,0,0,0,0,0,0
617,907,0.000186,0.0257,0.00708,0.059,0.0446,1.37,0.742,0,2.18E-16,0,0,0,1,0
618,908,8.15E-05,0.0111,0.0067,0.0698,0.0809,1.09,0,0,0,0,0,0,0,0
619,909,0.000335,0.0656,0.00344,0.0287,0.0859,1.49,0.103,0,5.27E-07,0,0,0,1,0
620,910,0.000156,0.0514,0.00802,0.0373,0.0278,1.5,0.718,0.209,7.04E-13,2.22E-05,0,0,1,1
621,911,0.000239,0.0299,0.00284,0.0321,0.0634,1.24,0.792,0,3.00E-15,0,0,0,1,0
622,912,0.000224,0.0202,0.00882,0.0342,0.0478,0.511,0.722,0,9.92E-12,0,0,0,1,0
623,913,0.000161,0.02,0.00952,0.0617,0.0319,1.16,0.722,0.18,1.95E-14,3.69E-05,0,0,1,1
624,914,0.000119,0.0379,0.00458,0.0104,0.0662,0.855,0.049,0,1.27E-06,0,0,0,1,0
625,915,0.000264,0.0437,0.00679,0.0519,0.0306,1.24,0.775,0.287,5.39E-18,1.01E-05,0,0,1,1
626,916,0.000205,0.0573,0.00533,0.0785,0.0693,1.36,0.082,0,1.01E-06,0,0,0,1,0
627,917,0.000119,0.025,0.00251,0.0486,0.0466,0.59,0.775,0.029,9.96E-18,4.89E-05,0,0,1,1
628,918,0.000353,0.0454,0.0028,0.0618,0.0685,1.27,0.853,0.304,3.35E-21,3.81E-05,0,0,1,1
629,919,0.000171,0.0331,0.00359,0.0612,0.0442,0.561,0.792,0.209,4.75E-23,3.64E-05,0,0,1,1
630,920,0.000103,0.061,0.00621,0.0379,0.0819,0.599,0,0,0,0,0,0,0,0
631,921,0.000245,0.0263,0.00132,0.0674,0.099,1.17,0,0,0,0,0,0,0,0
632,922,4.46E-05,0.0118,0.0068,0.0482,0.0956,0.563,0,0,0,0,0,0,0,0
633,923,0.000159,0.0604,0.00818,0.049,0.0301,1.41,0.726,0.209,7.99E-14,2.78E-05,0,0,1,1
634,924,0.000347,0.0566,0.0067,0.0166,0.0592,1.35,0.718,0.037,5.82E-10,5.19E-05,0,0,1,1
635,825,9.72E-05,0.0157,0.0017,0.0472,0.0348,1.48,0.767,0.193,3.44E-26,2.52E-05,0,0,1,1
636,826,0.000132,0.0331,0.00726,0.0512,0.0518,1.42,0.66,0,1.44E-08,0,0,0,1,0
637,827,0.000178,0.0961,0.00335,0.0709,0.0599,0.539,0.722,0,1.37E-09,0,0,0,1,0
638,828,0.000101,0.0439,0.00586,0.017,0.0731,0.913,0,0,0,0,0,0,0,0
639,829,0.000317,0.0553,0.00329,0.076,0.0883,1.01,0.041,0,2.49E-06,0,0,0,1,0
640,830,3.95E-05,0.0471,0.00897,0.0722,0.066,0.576,0,0,0,0,0,0,0,0
641,831,0.000313,0.0415,0.00467,0.0523,0.076,1.14,0.722,0,2.47E-08,0,0,0,1,0
642,832,0.000119,0.0627,0.00334,0.0336,0.0398,1.4,0.751,0.172,1.06E-15,3.97E-05,0,0,1,1
643,833,0.000309,0.0528,0.000871,0.00913,0.031,0.853,0.418,0.41,4.81E-09,1.75E-07,0.275,4.47E-09,2,1
644,834,0.000248,0.0498,0.00736,0.0935,0.075,1.28,0.057,0,1.89E-06,0,0,0,1,0
645,835,0.000132,0.0136,0.000269,0.0669,0.0981,0.925,0,0,0,0,0,0,0,0
646,836,0.000309,0.0184,0.00151,0.0698,0.0845,1.26,0.705,0,1.85E-07,0,0.107,5.31E-07,2,0
647,837,3.06E-05,0.0443,0.00614,0.0778,0.053,0.67,0,0,0,0,0,0,0,0
648,838,3.98E-05,0.0681,0.000789,0.0654,0.0947,0.827,0,0,0,0,0,0,0,0
649,839,5.77E-05,0.0122,0.0095,0.0858,0.0507,0.845,0,0,0,0,0,0,0,0
650,840,0.00023,0.0721,0.00774,0.0083,0.0824,0.555,0.045,0,3.28E-06,0,0,0,1,0
651,841,3.48E-05,0.0845,0.00604,0.0967,0.0704,0.656,0,0,0,0,0,0,0,0
652,842,0.000238,0.0724,0.00218,0.0809,0.0976,1.44,0,0,0,0,0,0,0,0
653,843,0.000108,0.0877,0.00902,0.0181,0.0367,1.37,0.669,0,9.58E-09,0,0,0,1,0
654,844,8.24E-05,0.0928,0.000442,0.0731,0.0385,1.14,0.8,0.25,5.93E-42,1.48E-05,0,0,1,1
655,845,3.53E-05,0.051,0.0062,0.0385,0.0598,0.54,0,0,0,0,0,0,0,0
656,846,9.89E-05,0.0988,0.00256,0.0258,0.0605,1.18,0.123,0,5.11E-06,0,0.086,5.23E-07,2,0
657,847,3.93E-05,0.0147,0.00714,0.0106,0.0738,1.37,0,0,0,0,0,0,0,0
658,848,0.000356,0.0745,0.00248,0.0566,0.073,1.24,0.771,0.316,7.41E-11,3.91E-05,0,0,1,1
659,849,0.000344,0.0828,0.00769,0.0632,0.089,0.802,0.074,0,1.92E-06,0,0,0,1,0
660,775,0.000119,0.0683,0.00337,0.0879,0.0872,0.52,0,0,0,0,0,0,0,0
661,776,8.66E-05,0.0142,0.00787,0.00121,0.0468,0.645,0,0,0,0,0,0,0,0
662,777,0.000357,0.025,0.00213,0.0777,0.0298,0.99,0.554,0.431,9.99E-10,3.33E-07,0.394,9.43E-10,2,1
663,778,0.000108,0.0816,0.000566,0.0816,0.0505,0.95,0.841,0.316,1.29E-38,2.61E-05,0,0,1,1
664,779,0.000197,0.0106,0.000228,0.0309,0.0683,1.39,0.947,0.332,1.80E-16,2.94E-05,0,0,1,1
665,780,0.000208,0.0876,0.00204,0.0288,0.0952,1.09,0,0,0,0,0,0,0,0
666,781,0.000247,0.0953,0.00288,0.0746,0.0773,0.804,0.8,0,4.80E-07,0,0,0,1,0
667,782,0.000106,0.0181,0.0061,0.0395,0.0544,0.995,0.074,0,1.20E-07,0,0,0,1,0
668,783,7.17E-05,0.0118,0.00816,0.0744,0.0453,0.517,0.07,0,9.15E-08,0,0,0,1,0
669,784,0.000183,0.0685,0.00336,0.0446,0.0873,1.29,0,0,0,0,0,0,0,0
670,785,0.000225,0.0433,0.00509,0.0844,0.0761,0.919,0.045,0,1.84E-06,0,0,0,1,0
671,786,0.000337,0.0235,0.00639,0.0583,0.084,1.35,0.062,0,5.98E-07,0,0,0,1,0
672,787,0.000203,0.0728,0.00795,0.0838,0.069,1.4,0.078,0,1.46E-06,0,0,0,1,0
673,788,0.000156,0.0967,0.00597,0.0539,0.0658,0.676,0.086,0,7.67E-07,0,0,0,1,0
674,789,0.000105,0.0549,0.00317,0.0102,0.0735,1.19,0,0,0,0,0,0,0,0
675,790,9.36E-05,0.0641,0.00161,0.066,0.0673,0.64,0,0,0,0,0,0,0,0
676,791,0.000294,0.0305,0.00557,0.0976,0.0251,0.823,0.833,0.336,2.42E-10,1.27E-06,0,0,1,1
677,792,0.0001,0.0291,0.00911,0.0831,0.091,0.899,0,0,0,0,0,0,0,0
678,793,0.000106,0.0463,0.000616,0.00467,0.0973,1.08,0,0,0,0,0,0,0,0
679,794,2.72E-05,0.0195,0.00241,0.0607,0.0347,0.613,0.673,0,1.75E-12,0,0,0,1,0
680,795,0.00025,0.0733,0.00694,0.0547,0.0433,0.633,0.779,0.238,1.03E-17,3.48E-05,0,0,1,1
681,796,5.80E-05,0.0403,0.0084,0.0121,0.092,1.02,0,0,0,0,0,0,0,0
682,797,0.000109,0.0661,0.00896,0.0939,0.0778,1.1,0,0,0,0,0,0,0,0
683,798,0.000196,0.0236,0.00246,0.0488,0.0977,0.831,0,0,0,0,0,0,0,0
684,799,0.000116,0.0625,0.00661,0.043,0.0843,0.869,0,0,0,0,0,0,0,0
685,1150,4.91E-05,0.0973,0.00651,0.0293,0.0447,1.03,0.057,0,5.88E-07,0,0,0,1,0
686,1151,0.00027,0.014,0.00293,0.0916,0.0736,1.06,0.697,0,6.43E-08,0,0,0,1,0
687,1152,0.000197,0.0987,0.00991,0.0726,0.0897,1.44,0,0,0,0,0,0,0,0
688,1153,0.000291,0.0774,0.00896,0.0896,0.0483,1.39,0.751,0.213,5.42E-14,4.14E-05,0,0,1,1
689,1154,0.000204,0.0121,0.00106,0.0368,0.0252,1.1,0.431,0.34,1.41E-09,1.35E-07,0.353,7.20E-10,2,1
690,1155,0.000183,0.0715,0.00655,0.0663,0.0815,1.39,0,0,0,0,0,0,0,0
691,1156,0.000121,0.0739,0.00651,0.0839,0.061,0.683,0.062,0,1.97E-06,0,0,0,1,0
692,1157,0.000297,0.0827,0.00995,0.0144,0.0999,0.895,0.033,0,3.53E-06,0,0,0,1,0
693,1158,0.000145,0.0388,0.000888,0.00987,0.028,1.05,0.558,0.271,1.10E-08,1.34E-06,0,0,1,1
694,1159,8.07E-05,0.0502,0.00221,0.0543,0.0526,0.94,0.73,0,1.15E-07,0,0,0,1,0
695,1160,0.000276,0.0951,0.00223,0.0196,0.0717,1.18,0.783,0,9.19E-10,0,0,0,1,0
696,1161,0.000124,0.091,0.00674,0.0645,0.072,1.48,0,0,0,0,0,0,0,0
697,1162,0.000228,0.0223,0.00712,0.00541,0.0918,1.01,0,0,0,0,0,0,0,0
698,1163,0.000127,0.0196,0.000253,0.0252,0.0757,0.762,0.861,0,2.34E-15,0,0,0,1,0
699,1164,0.000189,0.037,0.00923,0.0108,0.0715,1.22,0.057,0,1.27E-06,0,0,0,1,0
700,1165,0.000264,0.0897,0.0029,0.0501,0.0703,1.2,0.726,0,1.68E-08,0,0,0,1,0
701,1166,0.000274,0.0799,0.00359,0.0465,0.0806,0.726,0.689,0,3.34E-07,0,0,0,1,0
702,1167,0.00033,0.0292,0.00198,0.0976,0.0374,1.47,0.915,0.39,2.78E-30,3.08E-06,0,0,1,1
703,1168,0.000176,0.0888,0.00255,0.0845,0.0687,1.42,0.8,0,1.04E-07,0,0,0,1,0
704,1169,0.000233,0.0309,0.00297,0.0624,0.0494,1.48,0.829,0.271,1.57E-27,3.00E-05,0,0,1,1
705,1170,0.000181,0.0379,0.00506,0.0871,0.0759,1.25,0,0,0,0,0,0,0,0
706,1171,0.000259,0.0999,0.000863,0.0245,0.0978,1.04,0.664,0,2.47E-06,0,0,0,1,0
707,1172,0.000251,0.097,0.00439,0.011,0.0326,1.13,0.726,0.291,6.52E-11,9.16E-06,0,0,1,1
708,1173,0.000303,0.0913,0.0043,0.0453,0.0356,0.536,0.824,0.34,1.60E-19,8.38E-06,0,0,1,1
709,1174,5.13E-05,0.0808,0.00967,0.0355,0.0705,0.71,0,0,0,0,0,0,0,0
710,350,0.000241,0.0751,0.00241,0.0764,0.0699,1.13,0.759,0.246,6.13E-11,4.22E-05,0,0,1,1
711,351,0.000292,0.0421,0.00348,0.0541,0.0726,1.08,0.681,0,8.65E-08,0,0.098,1.14E-06,2,0
712,352,0.000277,0.0879,0.0074,0.0138,0.0333,1.24,0.734,0.283,1.98E-10,1.53E-05,0,0,1,1
713,353,0.000243,0.061,0.00273,0.0391,0.0648,1.04,0.804,0,1.57E-13,0,0,0,1,0
714,354,0.000291,0.0797,0.00967,0.0145,0.0596,0.96,0.673,0,3.60E-08,0,0,0,1,0
715,355,0.000215,0.064,0.00548,0.0132,0.0644,0.703,0.365,0,2.32E-07,0,0,0,1,0
716,356,0.000282,0.0265,0.00168,0.0727,0.0287,1.02,0.554,0.377,1.21E-09,3.71E-07,0.377,1.07E-09,2,1
717,357,3.87E-05,0.0924,0.00729,0.005,0.037,0.964,0.041,0,3.96E-06,0,0,0,1,0
718,358,0.000306,0.0985,0.00466,0.0274,0.0395,1.27,0.792,0.32,7.14E-15,1.48E-05,0,0,1,1
719,359,0.000168,0.0648,0.00554,0.0362,0.0434,0.65,0.742,0.156,7.98E-14,4.43E-05,0,0,1,1
720,360,0.000115,0.0511,0.00864,0.00459,0.0293,1.15,0.435,0.148,1.04E-07,4.05E-05,0,0,1,1
721,361,0.000153,0.0215,0.00791,0.0787,0.077,0.969,0,0,0,0,0,0,0,0
722,362,0.000206,0.0643,0.00305,0.0456,0.0285,0.752,0.804,0.291,6.57E-16,3.53E-06,0,0,1,1
723,363,0.000218,0.0243,0.00631,0.0772,0.0603,1.36,0.726,0,1.27E-08,0,0,0,1,0
724,364,0.000265,0.0274,0.0059,0.00797,0.0432,0.693,0.726,0.242,1.14E-09,3.20E-05,0,0,1,1
725,365,8.88E-05,0.0531,0.00302,0.0621,0.035,0.66,0.751,0.168,2.33E-23,3.71E-05,0,0,1,1
726,366,0.000271,0.0142,0.00924,0.00847,0.026,1.45,0.587,0.287,2.77E-10,6.41E-06,0,0,1,1
727,367,0.000229,0.0343,0.00906,0.0231,0.0559,0.587,0.681,0,2.43E-09,0,0,0,1,0
728,368,0.000192,0.065,0.0066,0.0326,0.0794,1.27,0.045,0,1.85E-06,0,0,0,1,0
729,369,8.04E-05,0.0187,0.00403,0.00352,0.0542,1.34,0,0,0,0,0,0,0,0
730,370,0.000327,0.0358,0.00946,0.0412,0.08,1.18,0.094,0,3.73E-07,0,0,0,1,0
731,371,0.000192,0.0702,0.00379,0.0557,0.078,0.608,0.053,0,2.26E-06,0,0,0,1,0
732,372,2.50E-05,0.0904,0.00217,0.0948,0.0722,0.528,0,0,0,0,0,0,0,0
733,373,0.000338,0.0655,0.00308,0.0598,0.0555,0.72,0.886,0.353,5.79E-27,2.47E-05,0,0,1,1
734,374,9.02E-05,0.0885,0.00844,0.0282,0.0914,0.846,0,0,0,0,0,0,0,0
735,550,0.000271,0.0106,0.00607,0.057,0.0475,0.885,0.783,0.217,7.47E-20,3.88E-05,0,0,1,1
736,551,0.000293,0.0311,0.00996,0.0693,0.0913,0.982,0,0,0,0,0,0,0,0
737,552,0.000313,0.088,0.00088,0.0625,0.0463,1.49,0.931,0.435,3.24E-09,4.67E-06,0,0,1,1
738,553,8.38E-05,0.0836,0.00404,0.00244,0.0515,0.923,0,0,0,0,0,0,0,0
739,554,0.000201,0.04,0.00301,0.0419,0.0955,0.847,0,0,0,0,0,0,0,0
740,555,0.000111,0.0567,0.0019,0.0851,0.0423,1.2,0.804,0.221,7.87E-35,3.26E-05,0,0,1,1
741,556,0.000174,0.0503,0.00888,0.0636,0.0847,1.31,0,0,0,0,0,0,0,0
742,557,0.00017,0.0211,0.00392,0.0234,0.0833,1.4,0,0,0,0,0,0,0,0
743,558,7.23E-05,0.0466,0.0096,0.0872,0.0607,1.22,0,0,0,0,0,0,0,0
744,559,0.000217,0.0907,0.00744,0.0407,0.0928,1.28,0,0,0,0,0,0,0,0
745,560,0.000231,0.052,0.00628,0.0194,0.0721,1.06,0.098,0,3.88E-07,0,0,0,1,0
746,561,0.000311,0.0427,0.00746,0.0595,0.048,1.27,0.783,0.234,1.47E-18,3.75E-05,0,0,1,1
747,562,0.000148,0.0744,0.00374,0.0425,0.085,1.19,0,0,0,0,0,0,0,0
748,563,4.99E-05,0.0691,0.00989,0.042,0.0392,0.538,0.074,0,2.28E-07,0,0,0,1,0
749,564,0.000189,0.0104,0.00459,0.0261,0.0945,0.788,0,0,0,0,0,0,0,0
750,565,0.000168,0.0398,0.000599,0.0531,0.0382,0.872,0.849,0.299,5.48E-22,4.99E-06,0,0,1,1
751,566,0.000334,0.0742,0.00469,0.0592,0.0488,1.33,0.833,0.345,3.89E-23,2.31E-05,0,0,1,1
752,567,0.000171,0.0314,0.000624,0.089,0.0472,1.22,0.886,0.312,1.57E-62,1.36E-05,0,0,1,1
753,568,0.000165,0.0373,0.0059,0.0983,0.0623,0.733,0.201,0,1.63E-06,0,0.115,5.00E-07,2,0
754,569,0.000101,0.0485,0.00609,0.0439,0.0968,0.746,0,0,0,0,0,0,0,0
755,570,0.000169,0.0882,0.0072,0.014,0.0747,0.81,0.062,0,2.26E-06,0,0,0,1,0
756,571,9.16E-05,0.0442,0.00236,0.0632,0.0349,1.01,0.759,0.185,3.02E-27,3.14E-05,0,0,1,1
757,572,0.000194,0.0826,0.00452,0.0727,0.0511,0.603,0.796,0.197,1.05E-20,4.28E-05,0,0,1,1
758,573,3.31E-05,0.0271,0.00069,0.0472,0.0797,0.579,0,0,0,0,0,0,0,0
759,574,0.000229,0.0532,0.00608,0.0192,0.0412,0.808,0.746,0.226,1.72E-11,3.31E-05,0,0,1,1
760,250,5.55E-05,0.019,0.00419,0.024,0.0368,1.03,0.677,0,5.54E-11,0,0,0,1,0
761,251,0.000113,0.0234,0.000987,0.0151,0.0938,0.701,0,0,0,0,0,0,0,0
762,252,0.000283,0.0103,0.00448,0.0946,0.0831,1.2,0,0,0,0,0,0,0,0
763,253,0.000222,0.0538,0.00107,0.0934,0.0586,1.29,0.915,0.406,4.53E-45,2.23E-05,0,0,1,1
764,254,0.000257,0.0628,0.00401,0.0232,0.0885,1.48,0.057,0,1.42E-06,0,0,0,1,0
765,255,0.000116,0.069,0.00556,0.0579,0.1,1.29,0,0,0,0,0,0,0,0
766,256,0.000117,0.0576,0.00368,0.0386,0.0769,0.999,0,0,0,0,0,0,0,0
767,257,0.000286,0.0748,0.00161,0.0411,0.0418,0.571,0.878,0.373,8.49E-23,6.54E-06,0,0,1,1
768,258,0.000132,0.0961,0.00878,0.0723,0.0861,1.16,0,0,0,0,0,0,0,0
769,259,0.00035,0.0868,0.00921,0.031,0.0851,1.33,0.103,0,8.04E-07,0,0,0,1,0
770,260,0.000109,0.096,0.00863,0.0859,0.0937,0.651,0,0,0,0,0,0,0,0
771,261,8.60E-05,0.0264,0.00212,0.0917,0.0279,0.955,0.759,0.197,5.83E-39,1.61E-05,0,0,1,1
772,262,3.17E-05,0.0286,0.00675,0.0312,0.0727,1.08,0,0,0,0,0,0,0,0
773,263,0.000184,0.0975,0.00969,0.0222,0.0978,1.06,0,0,0,0,0,0,0,0
774,264,4.12E-05,0.0658,0.00214,0.0318,0.0558,1.26,0,0,0,0,0,0,0,0
775,265,0.000287,0.0765,0.00227,0.0595,0.0962,0.778,0,0,0,0,0,0,0,0
776,266,0.000284,0.0855,0.00036,0.022,0.0703,1.01,0.972,0.406,2.37E-16,2.11E-05,0,0,1,1
777,267,0.000318,0.0303,0.00433,0.0179,0.0835,1.08,0.103,0,2.71E-07,0,0,0,1,0
778,268,0.000259,0.0972,0.00386,0.0518,0.0388,0.516,0.816,0.32,8.04E-23,1.43E-05,0,0,1,1
779,269,0.000227,0.0752,0.00937,0.0869,0.033,1.14,0.763,0.25,2.14E-18,2.42E-05,0,0,1,1
780,270,3.39E-05,0.0778,0.00203,0.0285,0.0926,0.927,0,0,0,0,0,0,0,0
781,271,0.0003,0.0385,0.00918,0.0661,0.0287,0.998,0.775,0.304,1.42E-18,8.22E-06,0,0,1,1
782,272,4.68E-05,0.0988,0.00311,0.0902,0.0422,0.898,0.685,0,1.10E-07,0,0,0,1,0
783,273,0.0001,0.0925,0.0091,0.0769,0.0908,1.49,0,0,0,0,0,0,0,0
784,274,9.47E-05,0.043,0.00483,0.033,0.0963,1.43,0,0,0,0,0,0,0,0
785,450,0.00011,0.031,0.00443,0.0279,0.0874,1.41,0,0,0,0,0,0,0,0
